'Friday',08,'www.google.co.in'
'Friday',08,'www.google.co.in'
'Friday',08,'www.ndtv.com'
'Friday',08,'www.ndtv.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.google.co.in'
'Friday',07,'www.facebook.com'
'Friday',07,'www.ndtv.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.facebook.com'
'Friday',07,'www.google.co.in'
'Friday',07,'www.google.co.in'
'Friday',07,'www.google.co.in'
'Friday',07,'www.google.co.in'
'Friday',06,'www.cricbuzz.com'
'Friday',06,'www.cricbuzz.com'
'Friday',06,'www.google.co.in'
'Friday',06,'www.youtube.com'
'Friday',06,'www.youtube.com'
'Friday',06,'www.youtube.com'
'Friday',06,'www.youtube.com'
'Friday',06,'www.youtube.com'
'Friday',06,'www.facebook.com'
'Friday',06,'www.facebook.com'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.facebook.com'
'Thursday',23,'www.facebook.com'
'Thursday',23,'www.facebook.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.youtube.com'
'Thursday',23,'www.google.co.in'
'Thursday',23,'www.ndtv.com'
'Thursday',22,'www.google.co.in'
'Thursday',22,'www.facebook.com'
'Thursday',22,'www.facebook.com'
'Thursday',22,'www.facebook.com'
'Thursday',22,'www.facebook.com'
'Thursday',22,'www.facebook.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.youtube.com'
'Thursday',22,'www.google.co.in'
'Thursday',22,'www.google.co.in'
'Thursday',22,'www.google.co.in'
'Thursday',20,'www.google.co.in'
'Thursday',20,'www.ndtv.com'
'Thursday',19,'www.google.co.in'
'Thursday',19,'www.google.co.in'
'Thursday',19,'www.google.co.in'
'Thursday',19,'www.google.co.in'
'Thursday',19,'www.google.co.in'
'Thursday',17,'www.youtube.com'
'Thursday',17,'www.youtube.com'
'Thursday',17,'www.youtube.com'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',17,'www.google.co.in'
'Thursday',16,'www.youtube.com'
'Thursday',16,'www.youtube.com'
'Thursday',16,'www.youtube.com'
'Thursday',16,'www.youtube.com'
'Thursday',16,'www.google.co.in'
'Thursday',16,'www.google.co.in'
'Thursday',16,'www.google.co.in'
'Thursday',16,'www.google.co.in'
'Thursday',16,'www.youtube.com'
'Thursday',16,'www.youtube.com'
